gameId,blueChampions,blueWins,blueFirstBlood,blueFirstBloodAssist,blueTotalGold,blueTotalExperience,blueTotalCS,blueGoldDiff,blueExperienceDiff,blueCsdiffat10,blueKills,blueAssists,blueDeaths,redChampions,redFirstBloodAssist,redTotalGold,redTotalExperience,redTotalCS,redAssists
NA1/3858267980,"[('Yorick', 'top'), ('Lillia', 'jng'), ('Orianna', 'mid'), ('Sivir', 'bot'), ('Alistar', 'sup')]",0,1.0,0.0,16100.0,18388.0,295.0,-840.0,-393.0,-11.0,5.0,8.0,5.0,"[(""Cho'Gath"", 'top'), ('Volibear', 'jng'), ('Yone', 'mid'), ('Jinx', 'bot'), ('Karma', 'sup')]",0.0,16940.0,18781.0,306.0,5.0
NA1/3858716776,"[('Urgot', 'top'), ('Udyr', 'jng'), ('Syndra', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",1,1.0,0.0,16576.0,18489.0,327.0,2145.0,560.0,36.0,2.0,2.0,1.0,"[('Sion', 'top'), ('Volibear', 'jng'), ('Cassiopeia', 'mid'), (""Kai'Sa"", 'bot'), ('Thresh', 'sup')]",0.0,14431.0,17929.0,291.0,1.0
NA1/3859882031,"[('Malphite', 'top'), ('Nocturne', 'jng'), ('Azir', 'mid'), (""Kai'Sa"", 'bot'), ('Thresh', 'sup')]",1,1.0,0.0,14881.0,18445.0,319.0,558.0,-48.0,-4.0,1.0,1.0,0.0,"[('Sylas', 'top'), ('Hecarim', 'jng'), ('Orianna', 'mid'), ('Varus', 'bot'), ('Nautilus', 'sup')]",0.0,14323.0,18493.0,323.0,0.0
ESPORTSTMNT03/1825847,"[('Gnar', 'top'), ('Lillia', 'jng'), ('Corki', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",1,1.0,0.0,15283.0,18022.0,326.0,1620.0,213.0,34.0,1.0,1.0,0.0,"[('Rumble', 'top'), ('Udyr', 'jng'), ('Qiyana', 'mid'), ('Varus', 'bot'), ('Lulu', 'sup')]",0.0,13663.0,17809.0,292.0,0.0
ESPORTSTMNT03/1825848,"[(""Cho'Gath"", 'top'), ('Volibear', 'jng'), ('Azir', 'mid'), ('Jinx', 'bot'), ('Tahm Kench', 'sup')]",1,0.0,0.0,16286.0,18919.0,360.0,1600.0,1112.0,59.0,2.0,4.0,1.0,"[('Sion', 'top'), ('Graves', 'jng'), ('Veigar', 'mid'), ('Varus', 'bot'), ('Thresh', 'sup')]",0.0,14686.0,17807.0,301.0,1.0
NA1/3859165115,"[('Volibear', 'top'), ('Graves', 'jng'), ('Viktor', 'mid'), ('Jinx', 'bot'), ('Galio', 'sup')]",0,1.0,0.0,15155.0,17471.0,284.0,-1096.0,-1292.0,-48.0,4.0,5.0,3.0,"[('Olaf', 'top'), ('Nocturne', 'jng'), ('Orianna', 'mid'), ('Varus', 'bot'), ('Braum', 'sup')]",0.0,16251.0,18763.0,332.0,5.0
NA1/3859513771,"[('Malphite', 'top'), ('Olaf', 'jng'), ('Sylas', 'mid'), (""Kai'Sa"", 'bot'), ('Thresh', 'sup')]",0,1.0,0.0,14788.0,17181.0,264.0,-1644.0,-1481.0,-52.0,4.0,4.0,4.0,"[('Renekton', 'top'), ('Hecarim', 'jng'), ('Cassiopeia', 'mid'), ('Sivir', 'bot'), ('Nautilus', 'sup')]",0.0,16432.0,18662.0,316.0,3.0
NA1/3859424081,"[('Jayce', 'top'), ('Hecarim', 'jng'), ('Zoe', 'mid'), ('Varus', 'bot'), ('Braum', 'sup')]",1,0.0,0.0,15173.0,17069.0,274.0,-49.0,157.0,4.0,4.0,4.0,3.0,"[('Malphite', 'top'), ('Olaf', 'jng'), ('Corki', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",0.0,15222.0,16912.0,270.0,5.0
NA1/3859085355,"[('Karma', 'top'), ('Olaf', 'jng'), ('Tristana', 'mid'), (""Kai'Sa"", 'bot'), ('Taric', 'sup')]",1,1.0,0.0,18882.0,18567.0,304.0,4370.0,2067.0,48.0,9.0,10.0,2.0,"[(""Cho'Gath"", 'top'), ('Volibear', 'jng'), ('Neeko', 'mid'), ('Jinx', 'bot'), ('Lulu', 'sup')]",0.0,14512.0,16500.0,256.0,5.0
NA1/3859882704,"[('Wukong', 'top'), ('Volibear', 'jng'), ('Galio', 'mid'), ('Jinx', 'bot'), ('Thresh', 'sup')]",0,0.0,0.0,15293.0,18045.0,295.0,-573.0,-127.0,13.0,3.0,3.0,4.0,"[('Jax', 'top'), ('Hecarim', 'jng'), ('Twisted Fate', 'mid'), ('Tristana', 'bot'), ('Pyke', 'sup')]",0.0,15866.0,18172.0,282.0,3.0
NA1/3859165516,"[('Gangplank', 'top'), ('Hecarim', 'jng'), ('Sylas', 'mid'), ('Sivir', 'bot'), ('Karma', 'sup')]",0,1.0,0.0,15793.0,18373.0,286.0,-1314.0,-2054.0,8.0,3.0,2.0,8.0,"[('Maokai', 'top'), ('Nocturne', 'jng'), ('Akali', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",0.0,17107.0,20427.0,278.0,6.0
ESPORTSTMNT02/1810376,"[('Camille', 'top'), ('Hecarim', 'jng'), ('Orianna', 'mid'), ('Aphelios', 'bot'), ('Tahm Kench', 'sup')]",0,0.0,0.0,14404.0,18624.0,323.0,-1318.0,-455.0,-25.0,0.0,0.0,1.0,"[('Gnar', 'top'), ('Nocturne', 'jng'), ('LeBlanc', 'mid'), ('Jinx', 'bot'), ('Braum', 'sup')]",0.0,15722.0,19079.0,348.0,2.0
ESPORTSTMNT03/1816080,"[('Sion', 'top'), ('Udyr', 'jng'), ('Viktor', 'mid'), ('Senna', 'bot'), ('Heimerdinger', 'sup')]",1,1.0,0.0,17441.0,20785.0,346.0,1788.0,2158.0,5.0,1.0,0.0,0.0,"[('Ornn', 'top'), ('Graves', 'jng'), ('Syndra', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0.0,15653.0,18627.0,341.0,0.0
ESPORTSTMNT02/1810377,"[('Renekton', 'top'), ('Hecarim', 'jng'), ('Orianna', 'mid'), ('Kalista', 'bot'), ('Sett', 'sup')]",0,0.0,0.0,14625.0,18182.0,334.0,-370.0,-527.0,2.0,0.0,0.0,1.0,"[('Gnar', 'top'), ('Olaf', 'jng'), ('Seraphine', 'mid'), ('Jinx', 'bot'), ('Braum', 'sup')]",0.0,14995.0,18709.0,332.0,0.0
ESPORTSTMNT03/1825944,"[('Urgot', 'top'), ('Volibear', 'jng'), ('Viktor', 'mid'), ('Aphelios', 'bot'), ('Alistar', 'sup')]",0,0.0,0.0,16180.0,19078.0,328.0,67.0,488.0,-15.0,3.0,4.0,2.0,"[('Renekton', 'top'), ('Udyr', 'jng'), ('Orianna', 'mid'), ('Jinx', 'bot'), ('Braum', 'sup')]",0.0,16113.0,18590.0,343.0,4.0
ESPORTSTMNT02/1810378,"[('Renekton', 'top'), ('Hecarim', 'jng'), ('Orianna', 'mid'), ('Aphelios', 'bot'), ('Lulu', 'sup')]",0,0.0,0.0,15539.0,18810.0,343.0,866.0,134.0,2.0,0.0,0.0,0.0,"[('Gnar', 'top'), ('Olaf', 'jng'), ('Seraphine', 'mid'), ('Jinx', 'bot'), ('Braum', 'sup')]",0.0,14673.0,18676.0,341.0,0.0
ESPORTSTMNT03/1816130,"[('Gnar', 'top'), ('Hecarim', 'jng'), ('Orianna', 'mid'), ('Tristana', 'bot'), ('Rell', 'sup')]",0,0.0,0.0,15163.0,18594.0,327.0,-4.0,-15.0,-1.0,1.0,1.0,1.0,"[('Renekton', 'top'), ('Nidalee', 'jng'), ('Azir', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0.0,15167.0,18609.0,328.0,1.0
ESPORTSTMNT03/1825981,"[('Sion', 'top'), ('Lillia', 'jng'), ('Orianna', 'mid'), ('Ezreal', 'bot'), ('Rakan', 'sup')]",0,1.0,0.0,15244.0,16467.0,312.0,-2.0,-2501.0,-24.0,1.0,2.0,1.0,"[('Ornn', 'top'), ('Nocturne', 'jng'), ('Ekko', 'mid'), ('Jinx', 'bot'), ('Lulu', 'sup')]",0.0,15246.0,18968.0,336.0,1.0
ESPORTSTMNT03/1816145,"[('Volibear', 'top'), ('Hecarim', 'jng'), ('Zoe', 'mid'), ('Tristana', 'bot'), ('Rakan', 'sup')]",0,1.0,0.0,16167.0,19320.0,322.0,1555.0,739.0,-3.0,3.0,3.0,0.0,"[('Rumble', 'top'), ('Nidalee', 'jng'), ('Renekton', 'mid'), ('Xayah', 'bot'), ('Alistar', 'sup')]",0.0,14612.0,18581.0,325.0,0.0
7383-10008,"[('Lucian', 'top'), ('Hecarim', 'jng'), ('Viktor', 'mid'), (""Kai'Sa"", 'bot'), ('Nautilus', 'sup')]",1,0.0,0.0,16045.0,19266.0,349.0,52.0,133.0,4.0,2.0,2.0,2.0,"[('Sion', 'top'), ('Nidalee', 'jng'), ('Renekton', 'mid'), ('Tristana', 'bot'), ('Leona', 'sup')]",0.0,15993.0,19133.0,345.0,3.0
ESPORTSTMNT03/1816180,"[('Gnar', 'top'), ('Hecarim', 'jng'), ('Yone', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",1,0.0,0.0,15729.0,20181.0,342.0,680.0,1424.0,34.0,2.0,0.0,1.0,"[('Wukong', 'top'), ('Udyr', 'jng'), ('Orianna', 'mid'), ('Tristana', 'bot'), ('Rakan', 'sup')]",0.0,15049.0,18757.0,308.0,1.0
ESPORTSTMNT03/1816181,"[('Gnar', 'top'), ('Hecarim', 'jng'), ('Twisted Fate', 'mid'), ('Jinx', 'bot'), ('Rell', 'sup')]",0,0.0,0.0,14682.0,17254.0,324.0,-2380.0,-2196.0,-18.0,0.0,0.0,5.0,"[('Renekton', 'top'), ('Volibear', 'jng'), ('Orianna', 'mid'), ('Tristana', 'bot'), ('Alistar', 'sup')]",0.0,17062.0,19450.0,342.0,8.0
ESPORTSTMNT03/1825997,"[('Nocturne', 'top'), ('Olaf', 'jng'), ('Viktor', 'mid'), ('Varus', 'bot'), ('Thresh', 'sup')]",0,1.0,0.0,15391.0,16798.0,295.0,-1296.0,-1505.0,-21.0,3.0,5.0,5.0,"[('Sion', 'top'), ('Udyr', 'jng'), ('Akali', 'mid'), ('Jinx', 'bot'), ('Rakan', 'sup')]",0.0,16687.0,18303.0,316.0,11.0
7383-10009,"[('Gnar', 'top'), ('Olaf', 'jng'), ('Akali', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",1,0.0,0.0,18397.0,19707.0,327.0,1864.0,1958.0,54.0,7.0,14.0,6.0,"[('Sylas', 'top'), ('Nocturne', 'jng'), ('Renekton', 'mid'), (""Kai'Sa"", 'bot'), ('Leona', 'sup')]",0.0,16533.0,17749.0,273.0,12.0
ESPORTSTMNT06/1680683,"[('Nocturne', 'top'), ('Gragas', 'jng'), ('Irelia', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",0,1.0,0.0,16385.0,19288.0,343.0,1651.0,1072.0,22.0,3.0,5.0,0.0,"[('Sion', 'top'), ('Volibear', 'jng'), ('Viktor', 'mid'), ('Tristana', 'bot'), ('Alistar', 'sup')]",0.0,14734.0,18216.0,321.0,0.0
ESPORTSTMNT03/1816183,"[('Ornn', 'top'), ('Hecarim', 'jng'), ('Orianna', 'mid'), ('Tristana', 'bot'), ('Alistar', 'sup')]",0,0.0,0.0,14131.0,17085.0,307.0,-2490.0,-2110.0,-18.0,0.0,0.0,2.0,"[('Sion', 'top'), ('Udyr', 'jng'), ('Viktor', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",0.0,16621.0,19195.0,325.0,2.0
ESPORTSTMNT03/1816186,"[('Akali', 'top'), ('Xin Zhao', 'jng'), ('Zoe', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",0,1.0,0.0,15049.0,16767.0,316.0,-829.0,-411.0,9.0,2.0,2.0,2.0,"[('Gnar', 'top'), ('Nidalee', 'jng'), ('Twisted Fate', 'mid'), ('Tristana', 'bot'), ('Alistar', 'sup')]",0.0,15878.0,17178.0,307.0,5.0
ESPORTSTMNT03/1816189,"[('Aatrox', 'top'), ('Olaf', 'jng'), ('Azir', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0,0.0,0.0,15986.0,19003.0,365.0,-936.0,-462.0,15.0,1.0,2.0,3.0,"[('Ornn', 'top'), ('Udyr', 'jng'), ('Zoe', 'mid'), ('Kalista', 'bot'), ('Sett', 'sup')]",0.0,16922.0,19465.0,350.0,6.0
ESPORTSTMNT03/1825998,"[('Gnar', 'top'), ('Lillia', 'jng'), ('Sylas', 'mid'), ('Jinx', 'bot'), ('Braum', 'sup')]",0,1.0,0.0,15330.0,18690.0,339.0,267.0,-862.0,-20.0,1.0,3.0,0.0,"[('Ornn', 'top'), ('Udyr', 'jng'), ('Syndra', 'mid'), ('Varus', 'bot'), ('Nautilus', 'sup')]",0.0,15063.0,19552.0,359.0,0.0
7383-10010,"[('Jayce', 'top'), ('Hecarim', 'jng'), ('Galio', 'mid'), ('Xayah', 'bot'), ('Rell', 'sup')]",1,1.0,0.0,16250.0,19572.0,354.0,468.0,-112.0,1.0,2.0,3.0,2.0,"[('Sion', 'top'), ('Udyr', 'jng'), ('Akali', 'mid'), ('Tristana', 'bot'), ('Gragas', 'sup')]",0.0,15782.0,19684.0,353.0,2.0
ESPORTSTMNT06/1680685,"[('Irelia', 'top'), ('Volibear', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",1,1.0,0.0,16600.0,17641.0,308.0,1666.0,654.0,18.0,5.0,11.0,2.0,"[('Gnar', 'top'), ('Gragas', 'jng'), ('Yone', 'mid'), ('Jinx', 'bot'), ('Rell', 'sup')]",0.0,14934.0,16987.0,290.0,3.0
ESPORTSTMNT03/1816193,"[('Irelia', 'top'), ('Udyr', 'jng'), ('Yone', 'mid'), ('Tristana', 'bot'), ('Rell', 'sup')]",1,1.0,0.0,15532.0,18733.0,320.0,-288.0,456.0,21.0,2.0,5.0,4.0,"[('Ornn', 'top'), ('Volibear', 'jng'), ('Syndra', 'mid'), ('Jinx', 'bot'), ('Thresh', 'sup')]",0.0,15820.0,18277.0,299.0,6.0
7383-10011,"[('Jayce', 'top'), ('Lee Sin', 'jng'), ('Syndra', 'mid'), ('Varus', 'bot'), ('Tahm Kench', 'sup')]",1,0.0,0.0,18283.0,19438.0,325.0,1549.0,810.0,35.0,8.0,16.0,4.0,"[('Ornn', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Senna', 'bot'), ('Karma', 'sup')]",0.0,16734.0,18628.0,290.0,9.0
ESPORTSTMNT06/1680686,"[('Nocturne', 'top'), ('Gragas', 'jng'), ('Yone', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",1,0.0,0.0,15551.0,18266.0,332.0,211.0,310.0,19.0,2.0,4.0,2.0,"[('Aatrox', 'top'), ('Volibear', 'jng'), ('Viktor', 'mid'), ('Tristana', 'bot'), ('Alistar', 'sup')]",0.0,15340.0,17956.0,313.0,3.0
7383-10012,"[('Lucian', 'top'), ('Udyr', 'jng'), ('Azir', 'mid'), (""Kai'Sa"", 'bot'), ('Rakan', 'sup')]",1,0.0,0.0,,,,,,,,,,"[('Malphite', 'top'), ('Volibear', 'jng'), ('Orianna', 'mid'), ('Draven', 'bot'), ('Rell', 'sup')]",0.0,,,,
ESPORTSTMNT03/1816201,"[('Gragas', 'top'), ('Udyr', 'jng'), ('Ryze', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",0,0.0,0.0,17500.0,18428.0,286.0,-897.0,-1323.0,-22.0,8.0,14.0,9.0,"[('Sylas', 'top'), ('Lillia', 'jng'), ('Irelia', 'mid'), ('Tristana', 'bot'), ('Rell', 'sup')]",0.0,18397.0,19751.0,308.0,16.0
ESPORTSTMNT06/1680687,"[('Gnar', 'top'), ('Gragas', 'jng'), ('Yone', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",1,1.0,0.0,14791.0,16103.0,277.0,-555.0,-165.0,-13.0,2.0,4.0,3.0,"[('Wukong', 'top'), ('Volibear', 'jng'), ('Viktor', 'mid'), ('Tristana', 'bot'), ('Rell', 'sup')]",0.0,15346.0,16268.0,290.0,6.0
ESPORTSTMNT03/1826003,"[('Urgot', 'top'), ('Olaf', 'jng'), ('Seraphine', 'mid'), ('Senna', 'bot'), ('Gragas', 'sup')]",1,0.0,0.0,14870.0,18555.0,318.0,-1168.0,-1499.0,-56.0,0.0,0.0,1.0,"[('Karma', 'top'), ('Udyr', 'jng'), ('Syndra', 'mid'), ('Ashe', 'bot'), ('Rell', 'sup')]",0.0,16038.0,20054.0,374.0,1.0
ESPORTSTMNT06/1680688,"[('Ornn', 'top'), ('Hecarim', 'jng'), ('Akali', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",0,1.0,0.0,14733.0,17997.0,327.0,668.0,177.0,7.0,0.0,0.0,0.0,"[('Nocturne', 'top'), ('Volibear', 'jng'), ('Sylas', 'mid'), ('Jinx', 'bot'), ('Rell', 'sup')]",0.0,14065.0,17820.0,320.0,0.0
ESPORTSTMNT03/1826014,"[('Renekton', 'top'), ('Nidalee', 'jng'), ('Lucian', 'mid'), ('Jinx', 'bot'), ('Thresh', 'sup')]",1,1.0,0.0,16163.0,18649.0,353.0,1198.0,-136.0,14.0,1.0,1.0,0.0,"[('Karma', 'top'), ('Nocturne', 'jng'), ('Twisted Fate', 'mid'), ('Jhin', 'bot'), ('Blitzcrank', 'sup')]",0.0,14965.0,18785.0,339.0,0.0
ESPORTSTMNT03/1826017,"[('Gnar', 'top'), ('Udyr', 'jng'), ('Syndra', 'mid'), ('Jhin', 'bot'), ('Gragas', 'sup')]",0,0.0,0.0,14887.0,18179.0,317.0,-932.0,-207.0,-11.0,2.0,1.0,3.0,"[('Nocturne', 'top'), ('Lillia', 'jng'), ('Lucian', 'mid'), ('Ashe', 'bot'), ('Rell', 'sup')]",0.0,15819.0,18386.0,328.0,3.0
ESPORTSTMNT03/1826022,"[('Karma', 'top'), ('Udyr', 'jng'), ('Sylas', 'mid'), ('Ashe', 'bot'), ('Braum', 'sup')]",0,1.0,0.0,14866.0,17909.0,309.0,-1490.0,-1015.0,-34.0,1.0,1.0,3.0,"[('Renekton', 'top'), ('Lillia', 'jng'), ('Orianna', 'mid'), ('Varus', 'bot'), ('Thresh', 'sup')]",0.0,16356.0,18924.0,343.0,8.0
ESPORTSTMNT02/1810385,"[('Gnar', 'top'), ('Udyr', 'jng'), ('Viktor', 'mid'), ('Xayah', 'bot'), ('Rell', 'sup')]",1,1.0,0.0,15540.0,18984.0,361.0,481.0,72.0,11.0,0.0,0.0,0.0,"[('Renekton', 'top'), ('Hecarim', 'jng'), ('Orianna', 'mid'), ('Tristana', 'bot'), ('Alistar', 'sup')]",0.0,15059.0,18912.0,350.0,0.0
ESPORTSTMNT02/1810417,"[('Gnar', 'top'), ('Lillia', 'jng'), ('Lucian', 'mid'), ('Tristana', 'bot'), ('Gragas', 'sup')]",0,1.0,0.0,16920.0,18891.0,329.0,2615.0,1415.0,12.0,4.0,7.0,0.0,"[('Gangplank', 'top'), ('Nocturne', 'jng'), ('Annie', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",0.0,14305.0,17476.0,317.0,0.0
ESPORTSTMNT03/1826045,"[('Gnar', 'top'), ('Volibear', 'jng'), ('Sylas', 'mid'), ('Varus', 'bot'), ('Rell', 'sup')]",1,1.0,0.0,14373.0,17214.0,287.0,-833.0,-826.0,-15.0,1.0,1.0,2.0,"[('Jayce', 'top'), ('Hecarim', 'jng'), ('Orianna', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",0.0,15206.0,18040.0,302.0,3.0
ESPORTSTMNT02/1810418,"[('Renekton', 'top'), ('Udyr', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Rakan', 'sup')]",1,1.0,0.0,16058.0,19093.0,333.0,-917.0,-313.0,-5.0,2.0,2.0,4.0,"[('Sion', 'top'), ('Hecarim', 'jng'), ('Viktor', 'mid'), ('Varus', 'bot'), ('Thresh', 'sup')]",0.0,16975.0,19406.0,338.0,5.0
ESPORTSTMNT03/1826071,"[('Renekton', 'top'), ('Hecarim', 'jng'), ('Viktor', 'mid'), ('Varus', 'bot'), ('Tahm Kench', 'sup')]",1,1.0,0.0,16660.0,19616.0,338.0,1212.0,904.0,-2.0,4.0,4.0,1.0,"[('Gragas', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Jinx', 'bot'), ('Thresh', 'sup')]",0.0,15448.0,18712.0,340.0,1.0
ESPORTSTMNT02/1810419,"[('Sion', 'top'), ('Hecarim', 'jng'), ('Viktor', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",1,1.0,0.0,16836.0,19481.0,312.0,2131.0,1266.0,-25.0,3.0,7.0,0.0,"[('Renekton', 'top'), ('Udyr', 'jng'), ('Azir', 'mid'), ('Jinx', 'bot'), ('Rell', 'sup')]",0.0,14705.0,18215.0,337.0,0.0
ESPORTSTMNT03/1826081,"[('Gnar', 'top'), ('Volibear', 'jng'), ('Syndra', 'mid'), ('Tristana', 'bot'), ('Leona', 'sup')]",0,1.0,0.0,15572.0,18817.0,327.0,-601.0,273.0,-8.0,2.0,3.0,3.0,"[('Jayce', 'top'), ('Hecarim', 'jng'), ('Viktor', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",0.0,16173.0,18544.0,335.0,5.0
ESPORTSTMNT03/1826085,"[('Jayce', 'top'), ('Hecarim', 'jng'), ('Syndra', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",1,1.0,0.0,16937.0,18614.0,332.0,2672.0,1672.0,41.0,5.0,11.0,1.0,"[('Wukong', 'top'), ('Volibear', 'jng'), ('Viktor', 'mid'), ('Jinx', 'bot'), ('Thresh', 'sup')]",0.0,14265.0,16942.0,291.0,3.0
ESPORTSTMNT03/1826090,"[('Gnar', 'top'), ('Lillia', 'jng'), ('Tristana', 'mid'), ('Xayah', 'bot'), ('Alistar', 'sup')]",0,1.0,0.0,14609.0,17363.0,298.0,-939.0,-1258.0,-25.0,1.0,1.0,2.0,"[('Gangplank', 'top'), ('Nocturne', 'jng'), ('Azir', 'mid'), ('Samira', 'bot'), ('Rell', 'sup')]",0.0,15548.0,18621.0,323.0,2.0
ESPORTSTMNT02/1800585,"[('Gnar', 'top'), ('Nocturne', 'jng'), ('Ryze', 'mid'), (""Kai'Sa"", 'bot'), ('Sett', 'sup')]",1,0.0,0.0,14994.0,18905.0,340.0,156.0,1437.0,45.0,1.0,0.0,1.0,"[('Karma', 'top'), ('Graves', 'jng'), ('Viktor', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",0.0,14838.0,17468.0,295.0,2.0
ESPORTSTMNT02/1800586,"[('Gnar', 'top'), ('Olaf', 'jng'), ('Twisted Fate', 'mid'), ('Samira', 'bot'), ('Leona', 'sup')]",1,1.0,0.0,17663.0,19214.0,334.0,3684.0,2172.0,29.0,3.0,5.0,0.0,"[('Shen', 'top'), ('Hecarim', 'jng'), ('Kassadin', 'mid'), ('Tristana', 'bot'), ('Gragas', 'sup')]",0.0,13979.0,17042.0,305.0,0.0
ESPORTSTMNT02/1800587,"[('Gragas', 'top'), ('Hecarim', 'jng'), ('Syndra', 'mid'), (""Kai'Sa"", 'bot'), ('Sett', 'sup')]",1,1.0,0.0,15032.0,17506.0,297.0,438.0,805.0,33.0,2.0,4.0,1.0,"[('Volibear', 'top'), ('Olaf', 'jng'), ('Viktor', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",0.0,14594.0,16701.0,264.0,1.0
ESPORTSTMNT03/1826114,"[('Renekton', 'top'), ('Volibear', 'jng'), ('Akali', 'mid'), ('Xayah', 'bot'), ('Rakan', 'sup')]",0,1.0,0.0,15114.0,19115.0,360.0,-98.0,347.0,25.0,0.0,0.0,0.0,"[('Lulu', 'top'), ('Hecarim', 'jng'), ('Twisted Fate', 'mid'), ('Tristana', 'bot'), ('Alistar', 'sup')]",0.0,15212.0,18768.0,335.0,0.0
7384-10013,"[('Gragas', 'top'), ('Udyr', 'jng'), ('Qiyana', 'mid'), ('Tristana', 'bot'), ('Rakan', 'sup')]",1,1.0,0.0,15242.0,19548.0,357.0,-42.0,474.0,3.0,0.0,0.0,0.0,"[('Sett', 'top'), ('Volibear', 'jng'), ('Viktor', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",0.0,15284.0,19074.0,354.0,0.0
ESPORTSTMNT03/1826139,"[('Sion', 'top'), ('Udyr', 'jng'), ('Twisted Fate', 'mid'), ('Jinx', 'bot'), ('Karma', 'sup')]",0,1.0,0.0,16799.0,19327.0,339.0,724.0,215.0,14.0,2.0,2.0,2.0,"[('Aatrox', 'top'), ('Hecarim', 'jng'), ('Galio', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",0.0,16075.0,19112.0,325.0,2.0
ESPORTSTMNT02/1800588,"[('Volibear', 'top'), ('Olaf', 'jng'), ('Twisted Fate', 'mid'), ('Jinx', 'bot'), ('Leona', 'sup')]",0,0.0,0.0,16411.0,18824.0,352.0,393.0,199.0,25.0,1.0,1.0,3.0,"[(""Cho'Gath"", 'top'), ('Hecarim', 'jng'), ('Seraphine', 'mid'), ('Ezreal', 'bot'), ('Sett', 'sup')]",0.0,16018.0,18625.0,327.0,6.0
ESPORTSTMNT03/1826226,"[('Camille', 'top'), ('Udyr', 'jng'), ('Sylas', 'mid'), ('Xayah', 'bot'), ('Leona', 'sup')]",1,1.0,0.0,16235.0,18877.0,287.0,132.0,-519.0,-43.0,5.0,6.0,3.0,"[('Urgot', 'top'), ('Hecarim', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",0.0,16103.0,19396.0,330.0,5.0
7384-10014,"[('Sett', 'top'), ('Hecarim', 'jng'), ('Akali', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",1,1.0,0.0,17310.0,19615.0,336.0,821.0,1165.0,9.0,2.0,2.0,4.0,"[('Gragas', 'top'), ('Volibear', 'jng'), ('Orianna', 'mid'), ('Tristana', 'bot'), ('Rell', 'sup')]",0.0,16489.0,18450.0,327.0,8.0
ESPORTSTMNT06/1680691,"[('Sion', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Kalista', 'bot'), ('Rell', 'sup')]",0,0.0,0.0,14686.0,18050.0,285.0,-3132.0,-1845.0,-30.0,2.0,3.0,6.0,"[('Renekton', 'top'), ('Nidalee', 'jng'), ('Zoe', 'mid'), ('Tristana', 'bot'), ('Gragas', 'sup')]",0.0,17818.0,19895.0,315.0,9.0
ESPORTSTMNT03/1826238,"[('Renekton', 'top'), ('Karthus', 'jng'), ('Lucian', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",1,0.0,0.0,17794.0,20264.0,326.0,1858.0,1319.0,17.0,5.0,7.0,3.0,"[('Gnar', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Kalista', 'bot'), ('Sett', 'sup')]",0.0,15936.0,18945.0,309.0,4.0
ESPORTSTMNT03/1826240,"[('Camille', 'top'), ('Olaf', 'jng'), ('Sylas', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",1,1.0,0.0,15547.0,17813.0,298.0,-512.0,-1227.0,-35.0,3.0,5.0,3.0,"[('Gangplank', 'top'), ('Hecarim', 'jng'), ('Orianna', 'mid'), ('Xayah', 'bot'), ('Rell', 'sup')]",0.0,16059.0,19040.0,333.0,4.0
